Invoice,ReturnStatus
198827,Returned
199412,Returned
202529,Returned
208397,Returned
209859,Returned
215971,Returned
133038,Returned
162876,Returned
190283,Returned
112643,Returned
116707,Returned
124080,Returned
140699,Returned
146302,Returned
155104,Returned
161606,Returned
169904,Returned
170814,Returned
187950,Returned
191101,Returned
198906,Returned
206857,Returned
112502,Returned
134190,Returned
136953,Returned
141020,Returned
150097,Returned
156219,Returned
158998,Returned
164513,Returned
165418,Returned
183153,Returned
186990,Returned
197267,Returned
197350,Returned
212131,Returned
214741,Returned
219926,Returned
113243,Returned
119600,Returned
130386,Returned
138629,Returned
140130,Returned
142753,Returned
143982,Returned
171886,Returned
175928,Returned
183152,Returned
183457,Returned
198226,Returned
198829,Returned
210485,Returned
216787,Returned
217073,Returned
143983,Returned
151973,Returned
155893,Returned
159236,Returned
182663,Returned
184447,Returned
185292,Returned
196513,Returned
204189,Returned
204814,Returned
205089,Returned
205718,Returned
108823,Returned
129254,Returned
131151,Returned
139268,Returned
139326,Returned
158403,Returned
172336,Returned
132495,Returned
144392,Returned
154094,Returned
159584,Returned
167818,Returned
102143,Returned
102638,Returned
103000,Returned
103263,Returned
106979,Returned
114588,Returned
124187,Returned
125872,Returned
126097,Returned
126502,Returned
129799,Returned
137190,Returned
139352,Returned
139823,Returned
141887,Returned
147629,Returned
148091,Returned
148589,Returned
149275,Returned
155334,Returned
159550,Returned
160421,Returned
161795,Returned
164346,Returned
164623,Returned
168115,Returned
168873,Returned
170765,Returned
170766,Returned
171224,Returned
174958,Returned
177267,Returned
178130,Returned
179146,Returned
179888,Returned
181103,Returned
183212,Returned
187499,Returned
189313,Returned
191738,Returned
192039,Returned
196022,Returned
197629,Returned
199531,Returned
199963,Returned
201258,Returned
201948,Returned
208360,Returned
210996,Returned
212502,Returned
214490,Returned
216650,Returned
216823,Returned
218888,Returned
100717,Returned
106433,Returned
109150,Returned
112944,Returned
122802,Returned
123157,Returned
127201,Returned
129662,Returned
134253,Returned
135241,Returned
138166,Returned
140676,Returned
142652,Returned
147816,Returned
148288,Returned
149984,Returned
150358,Returned
150525,Returned
155182,Returned
159592,Returned
161118,Returned
162049,Returned
164102,Returned
164438,Returned
164699,Returned
164812,Returned
167905,Returned
168760,Returned
170276,Returned
172682,Returned
173476,Returned
180351,Returned
182767,Returned
182822,Returned
184707,Returned
185405,Returned
187925,Returned
190071,Returned
191325,Returned
192501,Returned
193593,Returned
199039,Returned
205439,Returned
208714,Returned
210545,Returned
210748,Returned
213064,Returned
213967,Returned
215628,Returned
217155,Returned
100216,Returned
100508,Returned
101211,Returned
101368,Returned
103211,Returned
103522,Returned
104241,Returned
110509,Returned
110997,Returned
112107,Returned
113972,Returned
114048,Returned
115192,Returned
115518,Returned
116602,Returned
120867,Returned
122435,Returned
131085,Returned
142673,Returned
144990,Returned
148934,Returned
156248,Returned
158901,Returned
163925,Returned
167015,Returned
171560,Returned
174155,Returned
182884,Returned
184100,Returned
184213,Returned
188065,Returned
192893,Returned
198814,Returned
200169,Returned
201197,Returned
202971,Returned
204962,Returned
205641,Returned
205719,Returned
208430,Returned
210703,Returned
217329,Returned
217445,Returned
100991,Returned
104992,Returned
105493,Returned
107519,Returned
109237,Returned
112567,Returned
113524,Returned
116583,Returned
117597,Returned
119740,Returned
124402,Returned
129010,Returned
132272,Returned
135991,Returned
136317,Returned
144470,Returned
144655,Returned
145413,Returned
148125,Returned
149037,Returned
150622,Returned
153581,Returned
154819,Returned
157104,Returned
160069,Returned
161777,Returned
165549,Returned
169270,Returned
169724,Returned
171815,Returned
172058,Returned
174974,Returned
175526,Returned
184079,Returned
188018,Returned
188075,Returned
192491,Returned
193650,Returned
193733,Returned
196216,Returned
197986,Returned
198665,Returned
198901,Returned
199393,Returned
200111,Returned
202579,Returned
203497,Returned
207167,Returned
207288,Returned
209268,Returned
210555,Returned
212401,Returned
213261,Returned
213780,Returned
218790,Returned
102376,Returned
102601,Returned
103398,Returned
107594,Returned
107729,Returned
111507,Returned
115286,Returned
122274,Returned
122546,Returned
124456,Returned
124895,Returned
130479,Returned
130506,Returned
131493,Returned
131781,Returned
132705,Returned
132934,Returned
133806,Returned
136218,Returned
137938,Returned
138574,Returned
139445,Returned
145519,Returned
147898,Returned
148107,Returned
151033,Returned
151770,Returned
152091,Returned
155112,Returned
156822,Returned
161553,Returned
165297,Returned
165655,Returned
167370,Returned
169738,Returned
169766,Returned
177025,Returned
178659,Returned
185118,Returned
185652,Returned
187926,Returned
190691,Returned
192928,Returned
193167,Returned
194210,Returned
196671,Returned
200963,Returned
201517,Returned
204687,Returned
205788,Returned
205881,Returned
207493,Returned
209536,Returned
211990,Returned
215861,Returned
218355,Returned
103924,Returned
104286,Returned
105017,Returned
109275,Returned
111509,Returned
115392,Returned
118079,Returned
118723,Returned
129294,Returned
129439,Returned
130164,Returned
135168,Returned
138622,Returned
139258,Returned
142050,Returned
142788,Returned
143706,Returned
148771,Returned
152468,Returned
152600,Returned
152863,Returned
154456,Returned
158655,Returned
159555,Returned
161432,Returned
163118,Returned
163645,Returned
163969,Returned
164029,Returned
165683,Returned
166040,Returned
168092,Returned
170458,Returned
173754,Returned
174176,Returned
175284,Returned
176788,Returned
178109,Returned
178225,Returned
179680,Returned
180937,Returned
180975,Returned
181169,Returned
184214,Returned
184317,Returned
188083,Returned
189124,Returned
192129,Returned
194157,Returned
196053,Returned
200298,Returned
203009,Returned
204261,Returned
204498,Returned
205291,Returned
207309,Returned
208827,Returned
211235,Returned
211774,Returned
216042,Returned
217731,Returned
218539,Returned
218809,Returned
149878,Returned
153541,Returned
193576,Returned
157891,Returned
161057,Returned
179408,Returned
210375,Returned
123401,Returned
136491,Returned
157890,Returned
171794,Returned
205147,Returned
107297,Returned
122391,Returned
170956,Returned
204472,Returned
103117,Returned
110856,Returned
129098,Returned
133229,Returned
200133,Returned
105704,Returned
114189,Returned
123709,Returned
150537,Returned
172372,Returned
184860,Returned
104112,Returned
112694,Returned
119689,Returned
120147,Returned
123913,Returned
124130,Returned
125545,Returned
126353,Returned
129855,Returned
133374,Returned
145764,Returned
146121,Returned
150202,Returned
153367,Returned
156534,Returned
161325,Returned
162421,Returned
163322,Returned
163654,Returned
163795,Returned
171196,Returned
172025,Returned
175375,Returned
180830,Returned
182722,Returned
201882,Returned
207663,Returned
209434,Returned
217229,Returned
101582,Returned
105615,Returned
106203,Returned
116033,Returned
116762,Returned
116782,Returned
119258,Returned
119994,Returned
120366,Returned
122294,Returned
124702,Returned
125109,Returned
131800,Returned
132463,Returned
133409,Returned
133486,Returned
134584,Returned
139716,Returned
140022,Returned
144461,Returned
147232,Returned
149430,Returned
149590,Returned
151596,Returned
156173,Returned
156851,Returned
158039,Returned
158414,Returned
159338,Returned
159579,Returned
164896,Returned
167129,Returned
168225,Returned
169706,Returned
170245,Returned
171751,Returned
174438,Returned
180414,Returned
185541,Returned
185671,Returned
189796,Returned
197311,Returned
200293,Returned
206123,Returned
206838,Returned
208310,Returned
212644,Returned
212848,Returned
215978,Returned
216085,Returned
218235,Returned
101794,Returned
104071,Returned
107269,Returned
108427,Returned
111296,Returned
115811,Returned
121175,Returned
121416,Returned
122332,Returned
127956,Returned
133289,Returned
137254,Returned
137292,Returned
139493,Returned
141008,Returned
147714,Returned
148075,Returned
151752,Returned
152872,Returned
156552,Returned
159179,Returned
162570,Returned
167058,Returned
171261,Returned
174523,Returned
174655,Returned
177863,Returned
179426,Returned
180571,Returned
183107,Returned
186552,Returned
187159,Returned
187758,Returned
191914,Returned
193696,Returned
199150,Returned
199984,Returned
200036,Returned
205446,Returned
206900,Returned
210788,Returned
218526,Returned
109137,Returned
119559,Returned
119584,Returned
121904,Returned
123840,Returned
124360,Returned
131395,Returned
131851,Returned
133546,Returned
134726,Returned
137212,Returned
138473,Returned
141209,Returned
163091,Returned
164566,Returned
165094,Returned
167517,Returned
168060,Returned
172178,Returned
172535,Returned
173088,Returned
180088,Returned
181727,Returned
184724,Returned
185621,Returned
188384,Returned
190557,Returned
192266,Returned
195233,Returned
200433,Returned
206549,Returned
212197,Returned
214110,Returned
107100,Returned
107761,Returned
108400,Returned
115507,Returned
117708,Returned
120670,Returned
120800,Returned
121156,Returned
124497,Returned
126696,Returned
131412,Returned
134694,Returned
136646,Returned
138555,Returned
138821,Returned
140854,Returned
143528,Returned
151930,Returned
160309,Returned
164145,Returned
164447,Returned
175774,Returned
175966,Returned
181353,Returned
184307,Returned
186038,Returned
187819,Returned
190222,Returned
190631,Returned
191689,Returned
192690,Returned
194181,Returned
195094,Returned
196977,Returned
197859,Returned
198119,Returned
201595,Returned
202804,Returned
206624,Returned
210065,Returned
215267,Returned
100992,Returned
101934,Returned
102600,Returned
105703,Returned
118405,Returned
119653,Returned
125953,Returned
136663,Returned
138667,Returned
138935,Returned
139232,Returned
140637,Returned
149340,Returned
149565,Returned
159021,Returned
159603,Returned
164995,Returned
165433,Returned
168387,Returned
168891,Returned
171359,Returned
173257,Returned
174048,Returned
177138,Returned
178420,Returned
178630,Returned
180035,Returned
181255,Returned
185352,Returned
191449,Returned
197923,Returned
199302,Returned
201659,Returned
203179,Returned
206478,Returned
206905,Returned
207760,Returned
208224,Returned
211585,Returned
219668,Returned
104694,Returned
106960,Returned
110428,Returned
110600,Returned
116813,Returned
117999,Returned
124029,Returned
125753,Returned
127009,Returned
127153,Returned
127769,Returned
133070,Returned
137730,Returned
138911,Returned
141749,Returned
145028,Returned
146365,Returned
151003,Returned
152455,Returned
155086,Returned
157855,Returned
158334,Returned
158365,Returned
163232,Returned
166747,Returned
167736,Returned
168673,Returned
169838,Returned
171284,Returned
173484,Returned
173752,Returned
176438,Returned
177451,Returned
182339,Returned
185375,Returned
191290,Returned
191930,Returned
192353,Returned
196819,Returned
197328,Returned
200843,Returned
204577,Returned
205805,Returned
209833,Returned
210710,Returned
219688,Returned
102324,Returned
106040,Returned
106329,Returned
107490,Returned
109800,Returned
110246,Returned
116833,Returned
119161,Returned
134562,Returned
140008,Returned
148215,Returned
148375,Returned
149470,Returned
154897,Returned
158904,Returned
160825,Returned
167913,Returned
170513,Returned
173051,Returned
176452,Returned
181717,Returned
184573,Returned
186135,Returned
192811,Returned
198525,Returned
199879,Returned
200514,Returned
203993,Returned
205956,Returned
205975,Returned
207725,Returned
210535,Returned
210596,Returned
215389,Returned
217647,Returned
218299,Returned
102548,Returned
106905,Returned
108790,Returned
115680,Returned
120961,Returned
127253,Returned
129786,Returned
130390,Returned
131155,Returned
132819,Returned
133661,Returned
140571,Returned
144762,Returned
144950,Returned
147066,Returned
149144,Returned
156140,Returned
156260,Returned
157241,Returned
157291,Returned
162220,Returned
163058,Returned
169262,Returned
169844,Returned
169957,Returned
176128,Returned
176705,Returned
179772,Returned
183520,Returned
183960,Returned
186951,Returned
200626,Returned
207552,Returned
208597,Returned
109473,Returned
118237,Returned
153179,Returned
184484,Returned
186453,Returned
194581,Returned
109551,Returned
112329,Returned
146805,Returned
217848,Returned
107890,Returned
203099,Returned
100530,Returned
101820,Returned
102653,Returned
104484,Returned
105763,Returned
107731,Returned
109185,Returned
114956,Returned
121312,Returned
122919,Returned
123825,Returned
127708,Returned
128370,Returned
128571,Returned
130495,Returned
133589,Returned
136386,Returned
137793,Returned
137881,Returned
141113,Returned
151609,Returned
158029,Returned
162222,Returned
171861,Returned
173147,Returned
175787,Returned
176721,Returned
182753,Returned
183696,Returned
186720,Returned
187646,Returned
190689,Returned
191427,Returned
191681,Returned
194223,Returned
194720,Returned
195334,Returned
199007,Returned
200505,Returned
205615,Returned
206203,Returned
210538,Returned
216772,Returned
103108,Returned
104754,Returned
109277,Returned
109699,Returned
113031,Returned
115031,Returned
116447,Returned
128445,Returned
128892,Returned
131387,Returned
131468,Returned
134237,Returned
135747,Returned
141117,Returned
143367,Returned
147378,Returned
149957,Returned
150001,Returned
152582,Returned
155172,Returned
157016,Returned
159181,Returned
162228,Returned
173681,Returned
175834,Returned
178068,Returned
178518,Returned
181012,Returned
181116,Returned
186044,Returned
189832,Returned
193244,Returned
193784,Returned
195898,Returned
201726,Returned
206818,Returned
207186,Returned
211234,Returned
211550,Returned
213727,Returned
213863,Returned
215680,Returned
216829,Returned
101332,Returned
101678,Returned
102339,Returned
103048,Returned
106903,Returned
106977,Returned
111678,Returned
113139,Returned
113885,Returned
114284,Returned
115651,Returned
116548,Returned
118699,Returned
119888,Returned
120987,Returned
125757,Returned
126425,Returned
126627,Returned
128627,Returned
129559,Returned
131135,Returned
133670,Returned
135985,Returned
137536,Returned
139647,Returned
141272,Returned
142601,Returned
146290,Returned
147399,Returned
150241,Returned
150492,Returned
153505,Returned
153624,Returned
153707,Returned
156602,Returned
157231,Returned
158773,Returned
159389,Returned
164692,Returned
165605,Returned
169721,Returned
175580,Returned
177454,Returned
179210,Returned
179596,Returned
180213,Returned
191014,Returned
193656,Returned
196210,Returned
196908,Returned
202751,Returned
207964,Returned
210577,Returned
214433,Returned
216686,Returned
216946,Returned
218191,Returned
111951,Returned
120879,Returned
120916,Returned
142736,Returned
145586,Returned
154205,Returned
155926,Returned
164972,Returned
168728,Returned
169105,Returned
170584,Returned
190753,Returned
191713,Returned
202277,Returned
204035,Returned
105495,Returned
109188,Returned
109301,Returned
113637,Returned
115959,Returned
120282,Returned
124608,Returned
130784,Returned
131770,Returned
136688,Returned
144667,Returned
152620,Returned
153971,Returned
172907,Returned
181168,Returned
182713,Returned
187011,Returned
188955,Returned
193934,Returned
195758,Returned
217087,Returned
219277,Returned
101294,Returned
101561,Returned
105280,Returned
122278,Returned
131347,Returned
142879,Returned
164484,Returned
171114,Returned
173299,Returned
189485,Returned
190133,Returned
191067,Returned
201136,Returned
208842,Returned
209896,Returned
217416,Returned
119980,Returned
151885,Returned
163864,Returned
170759,Returned
175490,Returned
179284,Returned
185210,Returned
202442,Returned
203794,Returned
214995,Returned
216984,Returned
126301,Returned
105434,Returned
112704,Returned
137089,Returned
140891,Returned
142836,Returned
147720,Returned
155978,Returned
156231,Returned
161217,Returned
170278,Returned
182319,Returned
202513,Returned
202701,Returned
208386,Returned
208389,Returned
213628,Returned
102651,Returned
120786,Returned
121411,Returned
129823,Returned
140024,Returned
150908,Returned
155790,Returned
197617,Returned
213471,Returned
111136,Returned
123864,Returned
156724,Returned
116363,Returned
133645,Returned
122649,Returned
186063,Returned
190478,Returned
119690,Returned
123833,Returned
132319,Returned
172560,Returned
186167,Returned
200786,Returned
205040,Returned
117698,Returned
118364,Returned
129822,Returned
133453,Returned
160402,Returned
162793,Returned
165279,Returned
174725,Returned
192943,Returned
193103,Returned
195849,Returned
199351,Returned
207695,Returned
218077,Returned
105783,Returned
148003,Returned
150231,Returned
152122,Returned
161089,Returned
172660,Returned
181090,Returned
182251,Returned
190189,Returned
195534,Returned
201967,Returned
203784,Returned
100532,Returned
105061,Returned
116822,Returned
119877,Returned
127269,Returned
158195,Returned
158619,Returned
179543,Returned
180857,Returned
190911,Returned
191181,Returned
197185,Returned
208776,Returned
209655,Returned
216284,Returned
105367,Returned
108045,Returned
112231,Returned
113193,Returned
116855,Returned
124004,Returned
126298,Returned
129220,Returned
129492,Returned
145073,Returned
148437,Returned
154088,Returned
166685,Returned
168271,Returned
172797,Returned
185233,Returned
197657,Returned
210096,Returned
211516,Returned
105151,Returned
105268,Returned
110777,Returned
112023,Returned
122328,Returned
128092,Returned
128718,Returned
133707,Returned
134666,Returned
145688,Returned
155141,Returned
165476,Returned
175219,Returned
190824,Returned
197809,Returned
100017,Returned
100038,Returned
100057,Returned
100072,Returned
100099,Returned
100101,Returned
100107,Returned
100126,Returned
100262,Returned
100293,Returned
100298,Returned
100355,Returned
100398,Returned
100414,Returned
100417,Returned
100420,Returned
100456,Returned
100486,Returned
100490,Returned
100557,Returned
100576,Returned
100596,Returned
100613,Returned
100692,Returned
100707,Returned
100711,Returned
100787,Returned
100808,Returned
100811,Returned
100851,Returned
100929,Returned
101121,Returned
101145,Returned
101251,Returned
101306,Returned
101358,Returned
101416,Returned
101486,Returned
101500,Returned
101518,Returned
101529,Returned
101578,Returned
101589,Returned
101641,Returned
101693,Returned
101696,Returned
101723,Returned
101728,Returned
101757,Returned
101844,Returned
101879,Returned
102044,Returned
102055,Returned
102149,Returned
102192,Returned
102229,Returned
102234,Returned
102266,Returned
102283,Returned
102299,Returned
102300,Returned
102317,Returned
102323,Returned
102375,Returned
102385,Returned
102394,Returned
102439,Returned
102452,Returned
102456,Returned
102461,Returned
102505,Returned
102527,Returned
102563,Returned
102580,Returned
102610,Returned
102661,Returned
102664,Returned
102783,Returned
102794,Returned
102806,Returned
102903,Returned
102923,Returned
102940,Returned
102946,Returned
102963,Returned
102988,Returned
103059,Returned
103080,Returned
103082,Returned
103157,Returned
103215,Returned
103220,Returned
103275,Returned
103299,Returned
103323,Returned
103353,Returned
103354,Returned
103624,Returned
103657,Returned
103683,Returned
103697,Returned
103713,Returned
103784,Returned
103898,Returned
103908,Returned
104053,Returned
104175,Returned
104186,Returned
104192,Returned
104205,Returned
104240,Returned
104243,Returned
104372,Returned
104373,Returned
104379,Returned
104386,Returned
104399,Returned
104518,Returned
104642,Returned
104667,Returned
104677,Returned
104684,Returned
104686,Returned
104688,Returned
104692,Returned
104728,Returned
104769,Returned
104801,Returned
104808,Returned
104867,Returned
104907,Returned
104923,Returned
104945,Returned
105069,Returned
105158,Returned
105170,Returned
105240,Returned
105251,Returned
105359,Returned
105396,Returned
105463,Returned
105478,Returned
105483,Returned
105500,Returned
105578,Returned
105595,Returned
105667,Returned
105701,Returned
105896,Returned
105934,Returned
105942,Returned
105963,Returned
106091,Returned
106149,Returned
106173,Returned
106176,Returned
106191,Returned
106221,Returned
106224,Returned
106254,Returned
106280,Returned
106363,Returned
106466,Returned
106484,Returned
106524,Returned
106601,Returned
106643,Returned
106670,Returned
106691,Returned
106701,Returned
106780,Returned
106833,Returned
106852,Returned
106857,Returned
106895,Returned
106917,Returned
107019,Returned
107051,Returned
107097,Returned
107156,Returned
107241,Returned
107257,Returned
107266,Returned
107267,Returned
107309,Returned
107333,Returned
107379,Returned
107517,Returned
107530,Returned
107574,Returned
107590,Returned
107606,Returned
107608,Returned
107615,Returned
107769,Returned
107818,Returned
107880,Returned
107894,Returned
107920,Returned
108023,Returned
108081,Returned
108130,Returned
108159,Returned
108201,Returned
108229,Returned
108292,Returned
108298,Returned
108408,Returned
108473,Returned
108547,Returned
108561,Returned
108562,Returned
108626,Returned
108634,Returned
108654,Returned
108675,Returned
108806,Returned
108828,Returned
108869,Returned
108914,Returned
108949,Returned
108978,Returned
109068,Returned
109102,Returned
109228,Returned
109373,Returned
109406,Returned
109479,Returned
109493,Returned
109506,Returned
109664,Returned
109683,Returned
109712,Returned
109806,Returned
109854,Returned
109886,Returned
109898,Returned
109911,Returned
109923,Returned
109940,Returned
109941,Returned
109951,Returned
109963,Returned
110015,Returned
110027,Returned
110045,Returned
110046,Returned
110148,Returned
110187,Returned
110264,Returned
110278,Returned
110282,Returned
110309,Returned
110375,Returned
110424,Returned
110450,Returned
110452,Returned
110457,Returned
110460,Returned
110496,Returned
110715,Returned
110806,Returned
110821,Returned
110836,Returned
110871,Returned
110873,Returned
110897,Returned
110925,Returned
110939,Returned
111021,Returned
111025,Returned
111231,Returned
111340,Returned
111345,Returned
111371,Returned
111445,Returned
111488,Returned
111502,Returned
111588,Returned
111633,Returned
111668,Returned
111682,Returned
111684,Returned
111725,Returned
111756,Returned
111766,Returned
111784,Returned
111827,Returned
111880,Returned
111881,Returned
112068,Returned
112088,Returned
112216,Returned
112235,Returned
112250,Returned
112270,Returned
112312,Returned
112347,Returned
112392,Returned
112415,Returned
112453,Returned
112470,Returned
112504,Returned
112506,Returned
112512,Returned
112536,Returned
112540,Returned
112585,Returned
112619,Returned
112630,Returned
112695,Returned
112727,Returned
112792,Returned
112819,Returned
112930,Returned
112941,Returned
112962,Returned
113054,Returned
113084,Returned
113114,Returned
113138,Returned
113144,Returned
113198,Returned
113219,Returned
113227,Returned
113258,Returned
113306,Returned
113310,Returned
113335,Returned
113360,Returned
113546,Returned
113559,Returned
113578,Returned
113597,Returned
113603,Returned
113609,Returned
113634,Returned
113768,Returned
113779,Returned
113811,Returned
113828,Returned
113914,Returned
113951,Returned
113987,Returned
114010,Returned
114073,Returned
114082,Returned
114150,Returned
114169,Returned
114171,Returned
114181,Returned
114186,Returned
114233,Returned
114254,Returned
114260,Returned
114374,Returned
114397,Returned
114466,Returned
114499,Returned
114594,Returned
114626,Returned
114658,Returned
114672,Returned
114684,Returned
114737,Returned
114801,Returned
114863,Returned
114922,Returned
114959,Returned
114980,Returned
115004,Returned
115152,Returned
115158,Returned
115187,Returned
115199,Returned
115233,Returned
115296,Returned
115334,Returned
115368,Returned
115411,Returned
115446,Returned
115476,Returned
115610,Returned
115648,Returned
115669,Returned
115687,Returned
115769,Returned
115781,Returned
115813,Returned
115838,Returned
115844,Returned
115871,Returned
115955,Returned
115983,Returned
116046,Returned
116053,Returned
116070,Returned
116143,Returned
116164,Returned
116171,Returned
116217,Returned
116271,Returned
116302,Returned
116305,Returned
116340,Returned
116341,Returned
116373,Returned
116376,Returned
116440,Returned
116556,Returned
116557,Returned
116567,Returned
116712,Returned
116743,Returned
116823,Returned
116827,Returned
116857,Returned
116865,Returned
116957,Returned
116959,Returned
117006,Returned
117042,Returned
117092,Returned
117140,Returned
117155,Returned
117156,Returned
117172,Returned
117315,Returned
117326,Returned
117346,Returned
117379,Returned
117437,Returned
117486,Returned
117567,Returned
117568,Returned
117590,Returned
117596,Returned
117614,Returned
117638,Returned
117712,Returned
117738,Returned
117743,Returned
117775,Returned
117781,Returned
117806,Returned
117815,Returned
117848,Returned
117852,Returned
117940,Returned
118008,Returned
118060,Returned
118073,Returned
118086,Returned
118231,Returned
118241,Returned
118254,Returned
118273,Returned
118391,Returned
118453,Returned
118529,Returned
118643,Returned
118684,Returned
118753,Returned
118796,Returned
118908,Returned
118916,Returned
118967,Returned
119061,Returned
119126,Returned
119167,Returned
119232,Returned
119295,Returned
119350,Returned
119360,Returned
119370,Returned
119414,Returned
119427,Returned
119467,Returned
119488,Returned
119507,Returned
119518,Returned
119697,Returned
119711,Returned
119716,Returned
119723,Returned
119896,Returned
119907,Returned
119910,Returned
119930,Returned
119944,Returned
119979,Returned
119999,Returned
120053,Returned
120060,Returned
120089,Returned
120095,Returned
120102,Returned
120135,Returned
120160,Returned
120274,Returned
120363,Returned
120371,Returned
120384,Returned
120394,Returned
120441,Returned
120457,Returned
120469,Returned
120498,Returned
120569,Returned
120583,Returned
120607,Returned
120718,Returned
120720,Returned
120773,Returned
120810,Returned
120825,Returned
120829,Returned
120887,Returned
120977,Returned
121021,Returned
121028,Returned
121128,Returned
121148,Returned
121190,Returned
121208,Returned
121234,Returned
121280,Returned
121296,Returned
121302,Returned
121359,Returned
121360,Returned
121461,Returned
121472,Returned
121480,Returned
121512,Returned
121560,Returned
121586,Returned
121608,Returned
121615,Returned
121641,Returned
121806,Returned
121813,Returned
121834,Returned
121848,Returned
121885,Returned
121906,Returned
121941,Returned
121996,Returned
122175,Returned
122193,Returned
122220,Returned
122272,Returned
122275,Returned
122326,Returned
122374,Returned
122433,Returned
122449,Returned
122466,Returned
122517,Returned
122527,Returned
122563,Returned
122564,Returned
122610,Returned
122643,Returned
122645,Returned
122682,Returned
122693,Returned
122699,Returned
122812,Returned
122897,Returned
122928,Returned
123000,Returned
123093,Returned
123101,Returned
123110,Returned
123140,Returned
123153,Returned
123168,Returned
123239,Returned
123308,Returned
123310,Returned
123355,Returned
123485,Returned
123500,Returned
123519,Returned
123524,Returned
123542,Returned
123606,Returned
123613,Returned
123686,Returned
123739,Returned
123740,Returned
123748,Returned
123785,Returned
123834,Returned
123925,Returned
123929,Returned
123965,Returned
123971,Returned
124019,Returned
124035,Returned
124059,Returned
124069,Returned
124072,Returned
124074,Returned
124151,Returned
124153,Returned
124167,Returned
124212,Returned
124341,Returned
124394,Returned
124511,Returned
124526,Returned
124540,Returned
124581,Returned
124598,Returned
124649,Returned
124711,Returned
124723,Returned
124736,Returned
124882,Returned
124909,Returned
124969,Returned
125098,Returned
125228,Returned
125246,Returned
125303,Returned
125369,Returned
125404,Returned
125621,Returned
125667,Returned
125683,Returned
125746,Returned
125809,Returned
125915,Returned
125927,Returned
125956,Returned
125981,Returned
126012,Returned
126013,Returned
126017,Returned
126030,Returned
126054,Returned
126168,Returned
126183,Returned
126184,Returned
126205,Returned
126307,Returned
126312,Returned
126340,Returned
126375,Returned
126379,Returned
126413,Returned
126445,Returned
126585,Returned
126596,Returned
126614,Returned
126621,Returned
126626,Returned
126641,Returned
126681,Returned
126692,Returned
126706,Returned
126707,Returned
126817,Returned
126842,Returned
126876,Returned
126904,Returned
126936,Returned
127014,Returned
127096,Returned
127131,Returned
127151,Returned
127163,Returned
127261,Returned
127278,Returned
127288,Returned
127291,Returned
127397,Returned
127424,Returned
127469,Returned
127470,Returned
127522,Returned
127553,Returned
127660,Returned
127669,Returned
127683,Returned
127689,Returned
127808,Returned
127838,Returned
127850,Returned
127937,Returned
127978,Returned
127996,Returned
128108,Returned
128147,Returned
128165,Returned
128175,Returned
128281,Returned
128287,Returned
128464,Returned
128513,Returned
128529,Returned
128531,Returned
128560,Returned
128626,Returned
128669,Returned
128694,Returned
128791,Returned
128797,Returned
128976,Returned
128988,Returned
129023,Returned
129079,Returned
129088,Returned
129105,Returned
129187,Returned
129213,Returned
129245,Returned
129282,Returned
129302,Returned
129309,Returned
129335,Returned
129350,Returned
129353,Returned
129364,Returned
129404,Returned
129460,Returned
129467,Returned
129509,Returned
129561,Returned
129566,Returned
129604,Returned
129608,Returned
129627,Returned
129719,Returned
129746,Returned
129772,Returned
129792,Returned
129819,Returned
129854,Returned
129891,Returned
129947,Returned
129962,Returned
129970,Returned
130004,Returned
130022,Returned
130054,Returned
130081,Returned
130109,Returned
130129,Returned
130190,Returned
130195,Returned
130204,Returned
130206,Returned
130208,Returned
130241,Returned
130246,Returned
130286,Returned
130293,Returned
130324,Returned
130336,Returned
130350,Returned
130374,Returned
130382,Returned
130448,Returned
130468,Returned
130469,Returned
130553,Returned
130619,Returned
130688,Returned
130702,Returned
130729,Returned
130761,Returned
130767,Returned
130790,Returned
130792,Returned
130814,Returned
130836,Returned
130963,Returned
131015,Returned
131035,Returned
131045,Returned
131071,Returned
131142,Returned
131255,Returned
131264,Returned
131382,Returned
131385,Returned
131538,Returned
131547,Returned
131637,Returned
131739,Returned
131806,Returned
131807,Returned
131868,Returned
131890,Returned
131896,Returned
131915,Returned
131919,Returned
131924,Returned
131969,Returned
132028,Returned
132045,Returned
132062,Returned
132103,Returned
132120,Returned
132172,Returned
132241,Returned
132276,Returned
132298,Returned
132342,Returned
132347,Returned
132366,Returned
132385,Returned
132439,Returned
132510,Returned
132527,Returned
132563,Returned
132585,Returned
132621,Returned
132654,Returned
132692,Returned
132708,Returned
132759,Returned
132773,Returned
132794,Returned
132946,Returned
132977,Returned
133039,Returned
133045,Returned
133046,Returned
133082,Returned
133173,Returned
133362,Returned
133377,Returned
133390,Returned
133428,Returned
133439,Returned
133473,Returned
133476,Returned
133484,Returned
133515,Returned
133557,Returned
133563,Returned
133616,Returned
133628,Returned
133701,Returned
133703,Returned
133818,Returned
133926,Returned
133985,Returned
134061,Returned
134163,Returned
134265,Returned
134298,Returned
134322,Returned
134324,Returned
134332,Returned
134403,Returned
134419,Returned
134553,Returned
134610,Returned
134620,Returned
134664,Returned
134768,Returned
134833,Returned
134851,Returned
134878,Returned
134894,Returned
134952,Returned
134979,Returned
135018,Returned
135040,Returned
135063,Returned
135143,Returned
135225,Returned
135226,Returned
135227,Returned
135283,Returned
135322,Returned
135337,Returned
135404,Returned
135533,Returned
135563,Returned
